method,algorithm,k,seed_1,seed_2,ARI,NMI
UMAP,KMeans,4,9575,7335,0.9592842062933548,0.9608669203054808
UMAP,KMeans,4,9575,7368,0.6549037058913915,0.7341803961421757
UMAP,KMeans,4,9575,1022,0.6549037058913915,0.7341803961421757
UMAP,KMeans,4,9575,3881,0.864381104245565,0.8523625182439472
UMAP,KMeans,4,9575,2981,0.7892252750210864,0.8393058570292582
UMAP,KMeans,4,9575,9855,0.7230048633418875,0.774217568797885
UMAP,KMeans,4,2407,5791,0.8110592475850784,0.8515187167888016
UMAP,KMeans,4,2407,7335,0.8741666753801962,0.9025342915580854
UMAP,KMeans,4,2407,7368,0.7581605434327061,0.794417432629972
UMAP,KMeans,4,2407,1022,0.7581605434327061,0.794417432629972
UMAP,KMeans,4,2407,3881,0.842504533548257,0.8483949689184719
UMAP,KMeans,4,2407,2981,0.9330578849738536,0.9387329364644972
UMAP,KMeans,4,2407,9855,0.8448902212808802,0.8605444001264563
UMAP,KMeans,4,5791,7335,0.7197252734960514,0.8096146427184413
UMAP,KMeans,4,5791,7368,0.8140195315745349,0.8437522277542078
UMAP,KMeans,4,5791,1022,0.869487390578621,0.8827570703575562
UMAP,KMeans,4,5791,3881,0.7254375377187688,0.7883802367141775
UMAP,KMeans,4,5791,2981,0.8109081029681451,0.8307086074065919
UMAP,KMeans,4,5791,9855,0.784826461998234,0.8169128268554119
UMAP,KMeans,4,7335,7368,0.6800856934693139,0.7565610093755047
UMAP,KMeans,4,7335,1022,0.6800856934693139,0.7565610093755047
UMAP,KMeans,4,7335,3881,0.9023610280932457,0.8905013983975006
UMAP,KMeans,4,7335,2981,0.8207919060368373,0.8758203715046728
UMAP,KMeans,4,7335,9855,0.7529834380507756,0.8102637981291978
UMAP,KMeans,4,7368,1022,0.8690638621816325,0.878497766169925
UMAP,KMeans,4,7368,3881,0.6853178607467205,0.7518565296176966
UMAP,KMeans,4,7368,2981,0.713809378875498,0.763119341701482
UMAP,KMeans,4,7368,9855,0.8969713763951793,0.9015046419502782
UMAP,KMeans,4,1022,3881,0.6853178607467205,0.7518565296176966
UMAP,KMeans,4,1022,2981,0.757964503277564,0.7900563448304441
UMAP,KMeans,4,1022,9855,0.8969713763951793,0.9015046419502785
UMAP,KMeans,4,3881,2981,0.788475499092559,0.8186045129244688
UMAP,KMeans,4,3881,9855,0.7166061705989111,0.7512399390421938
UMAP,KMeans,4,2981,9855,0.7941092364884187,0.8271855035348493
UMAP,GMM,4,6731,9855,0.5008303487464735,0.6539609232344642
UMAP,GMM,4,6731,8146,0.4518438603373872,0.6065465063394505
UMAP,GMM,4,6731,2906,0.7830962343096234,0.7989482457134152
UMAP,GMM,4,6731,3016,0.44834145644321133,0.606274972813219
UMAP,GMM,4,6731,5123,0.5783052329336023,0.6741211815378224
UMAP,GMM,4,6731,4881,0.7591730248584789,0.7989546240503231
UMAP,GMM,4,6731,9853,0.46983966784413456,0.6173051011540218
UMAP,GMM,4,6731,2981,0.534747383874683,0.640862423253289
UMAP,GMM,4,6731,8091,0.46924368300977143,0.6563353581130044
UMAP,GMM,4,9855,8146,0.6884739548045116,0.760192458045307
UMAP,GMM,4,9855,2906,0.622381400188079,0.7446349881456905
UMAP,GMM,4,9855,3016,0.7038649307565793,0.7673182413553331
UMAP,GMM,4,9855,5123,0.78069094274203,0.7959871578780795
UMAP,GMM,4,9855,4881,0.5770023409832129,0.721032893763063
UMAP,GMM,4,9855,9853,0.7389875028716762,0.7779800463202917
UMAP,GMM,4,9855,2981,0.7842960706009563,0.8084157446013672
UMAP,GMM,4,9855,8091,0.49318130227522744,0.652311243446192
UMAP,GMM,4,8146,2906,0.5090427618673989,0.6706276556742027
UMAP,GMM,4,8146,3016,0.9673919447008228,0.9632235605346692
UMAP,GMM,4,8146,5123,0.5975971815374871,0.6743243071675485
UMAP,GMM,4,8146,4881,0.42642212632404863,0.6183533388872271
UMAP,GMM,4,8146,9853,0.8024940783056987,0.8670342071982292
UMAP,GMM,4,8146,2981,0.6450237340213901,0.7280610926675869
UMAP,GMM,4,8146,8091,0.39068131113780674,0.5861373672198156
UMAP,GMM,4,2906,3016,0.5122093051907411,0.6726905488666933
UMAP,GMM,4,2906,5123,0.6459051574251622,0.7066336244419832
UMAP,GMM,4,2906,4881,0.8149938469111494,0.8418698877302296
UMAP,GMM,4,2906,9853,0.544304935872134,0.6745294507456093
UMAP,GMM,4,2906,2981,0.6644735866497283,0.7341046517030159
UMAP,GMM,4,2906,8091,0.5389780896216263,0.7318562706229886
UMAP,GMM,4,3016,5123,0.6043942271060231,0.6774389143407259
UMAP,GMM,4,3016,4881,0.4291811018189524,0.6204389104165963
UMAP,GMM,4,3016,9853,0.8249562415615872,0.8776523011101087
UMAP,GMM,4,3016,2981,0.6536623435494958,0.73179315676649
UMAP,GMM,4,3016,8091,0.3919311958427949,0.5852533717561113
UMAP,GMM,4,5123,4881,0.6137147171910861,0.6979106664631559
UMAP,GMM,4,5123,9853,0.6689797553447081,0.7073312319804248
UMAP,GMM,4,5123,2981,0.8229893338575432,0.7987353632387368
UMAP,GMM,4,5123,8091,0.4493669238312607,0.6438351944261068
UMAP,GMM,4,4881,9853,0.4601268067970042,0.6273107272055487
UMAP,GMM,4,4881,2981,0.6388486577065096,0.7297804605260754
UMAP,GMM,4,4881,8091,0.5699711592268951,0.7415141197322083
UMAP,GMM,4,9853,2981,0.6715399350888877,0.7205044759738769
UMAP,GMM,4,9853,8091,0.38458049688845086,0.5840301568801798
UMAP,GMM,4,2981,8091,0.4354173237191257,0.6359900320977628
UMAP,Agglomerative,4,3396,6140,0.6100700697131243,0.6646306999541929
UMAP,Agglomerative,4,3396,6967,0.7760809883321894,0.8225847381043062
UMAP,Agglomerative,4,3396,2396,0.9382238023161674,0.9395452145726272
UMAP,Agglomerative,4,3396,5012,0.6329539711034038,0.7620814162190528
UMAP,Agglomerative,4,3396,8247,0.7643187005679707,0.7670739114935696
UMAP,Agglomerative,4,3396,5812,0.616914600071377,0.7305333486578175
UMAP,Agglomerative,4,3396,5008,0.8679278642149929,0.8646074782611323
UMAP,Agglomerative,4,3396,5154,0.8410875975262897,0.8399897054891747
UMAP,Agglomerative,4,3396,1022,0.5840871231797095,0.6595047567458743
UMAP,Agglomerative,4,6140,6967,0.5680289012921477,0.6859538705340662
UMAP,Agglomerative,4,6140,2396,0.6727375428053646,0.7222821446246369
UMAP,Agglomerative,4,6140,5012,0.6586652270419012,0.7102948411008839
UMAP,Agglomerative,4,6140,8247,0.7476381749022438,0.8036989066885611
UMAP,Agglomerative,4,6140,5812,0.6441273200390661,0.6955258316680033
UMAP,Agglomerative,4,6140,5008,0.6536688209331651,0.7309464010962987
UMAP,Agglomerative,4,6140,5154,0.7024866914182544,0.7828180757114626
UMAP,Agglomerative,4,6140,1022,0.8932663569407814,0.9163138789912647
UMAP,Agglomerative,4,6967,2396,0.7549816614360797,0.8096911525846743
UMAP,Agglomerative,4,6967,5012,0.6491862906854657,0.8048952965411091
UMAP,Agglomerative,4,6967,8247,0.7646422060164084,0.8136741954782365
UMAP,Agglomerative,4,6967,5812,0.6305561278963043,0.7708825621527189
UMAP,Agglomerative,4,6967,5008,0.8401214651736573,0.863067569527264
UMAP,Agglomerative,4,6967,5154,0.8476161060257202,0.8706330943967022
UMAP,Agglomerative,4,6967,1022,0.6595985569542524,0.7695685540468106
UMAP,Agglomerative,4,2396,5012,0.575636267333991,0.6994585550476473
UMAP,Agglomerative,4,2396,8247,0.8249436338360533,0.825580493244739
UMAP,Agglomerative,4,2396,5812,0.5597885159887817,0.6676486358685391
UMAP,Agglomerative,4,2396,5008,0.8140394567882019,0.8059995537263573
UMAP,Agglomerative,4,2396,5154,0.8999178193980701,0.8995944047471774
UMAP,Agglomerative,4,2396,1022,0.5707632844912159,0.6593373249398538
UMAP,Agglomerative,4,5012,8247,0.5954365848437689,0.7207723324319316
UMAP,Agglomerative,4,5012,5812,0.9345930853918858,0.9249996741875891
UMAP,Agglomerative,4,5012,5008,0.6409851229476605,0.7776713804781313
UMAP,Agglomerative,4,5012,5154,0.585527496219252,0.7143649098178785
UMAP,Agglomerative,4,5012,1022,0.7061915079088036,0.7892962956483859
UMAP,Agglomerative,4,8247,5812,0.5779384952338574,0.6881573532229118
UMAP,Agglomerative,4,8247,5008,0.881189861534851,0.8808282555396797
UMAP,Agglomerative,4,8247,5154,0.9134667856245723,0.9210653242238107
UMAP,Agglomerative,4,8247,1022,0.6406011373833053,0.7201412127625051
UMAP,Agglomerative,4,5812,5008,0.6234479970740534,0.7451064363521616
UMAP,Agglomerative,4,5812,5154,0.5682820761950554,0.681378512809246
UMAP,Agglomerative,4,5812,1022,0.68996559068991,0.7738041256773253
UMAP,Agglomerative,4,5008,5154,0.911968376709562,0.9035662953916868
UMAP,Agglomerative,4,5008,1022,0.6232483572163724,0.6954146145793066
UMAP,Agglomerative,4,5154,1022,0.5971878768061147,0.6983915884299075
UMAP,Spectral,4,7954,3857,0.7335158841805147,0.7396528970953652
UMAP,Spectral,4,7954,5361,0.8431355023239184,0.8664099160969236
UMAP,Spectral,4,7954,5812,0.7881390593047035,0.791072676806963
UMAP,Spectral,4,7954,8700,0.851852962341089,0.8503661766890355
UMAP,Spectral,4,7954,3735,0.8091253087212332,0.8233220569067277
UMAP,Spectral,4,7954,1382,0.735624034450075,0.8145515507524175
UMAP,Spectral,4,7954,5123,0.7563971031985516,0.7545218594784799
UMAP,Spectral,4,7954,5315,0.6850715746421268,0.7203855357550507
UMAP,Spectral,4,7954,4031,0.8359778765073896,0.8460471185707772
UMAP,Spectral,4,3857,5361,0.8721925834186772,0.8666626468857048
UMAP,Spectral,4,3857,5812,0.8667756436452799,0.8824116157765919
UMAP,Spectral,4,3857,8700,0.8649115588648856,0.8526699546465132
UMAP,Spectral,4,3857,3735,0.840251235019151,0.8475672056359134
UMAP,Spectral,4,3857,1382,0.6230705708579699,0.7091222055628045
UMAP,Spectral,4,3857,5123,0.9666231155778895,0.9633817133145851
UMAP,Spectral,4,3857,5315,0.8030241111565182,0.8102417784752606
UMAP,Spectral,4,3857,4031,0.6974977199838134,0.7112363110203369
UMAP,Spectral,4,5361,5812,0.8236245954692557,0.8553669023670514
UMAP,Spectral,4,5361,8700,0.8830433647433007,0.8695777282918149
UMAP,Spectral,4,5361,3735,0.8426554617830588,0.8873513686201461
UMAP,Spectral,4,5361,1382,0.6466010352896684,0.7552826618511547
UMAP,Spectral,4,5361,5123,0.8420298507462687,0.8474909460532787
UMAP,Spectral,4,5361,5315,0.7637540453074434,0.783972313644043
UMAP,Spectral,4,5361,4031,0.7546100308531247,0.8025795862891614
UMAP,Spectral,4,5812,8700,0.8697068403908795,0.8830195650020157
UMAP,Spectral,4,5812,3735,0.9729175215428806,0.9655047376135945
UMAP,Spectral,4,5812,1382,0.6732873935954601,0.7541430862117477
UMAP,Spectral,4,5812,5123,0.8967213114754098,0.9017894171754783
UMAP,Spectral,4,5812,5315,0.8666666666666667,0.8665572337072147
UMAP,Spectral,4,5812,4031,0.80623973727422,0.7952401742800542
UMAP,Spectral,4,8700,3735,0.843266253869969,0.848107268344939
UMAP,Spectral,4,8700,1382,0.6974089957827314,0.7989431903403104
UMAP,Spectral,4,8700,5123,0.8345283396755457,0.8292045902515681
UMAP,Spectral,4,8700,5315,0.757328990228013,0.78615280757203
UMAP,Spectral,4,8700,4031,0.8131454155934814,0.8313828299205785
UMAP,Spectral,4,3735,1382,0.6474887968693619,0.7188996810637627
UMAP,Spectral,4,3735,5123,0.8700403632694248,0.8670349055433941
UMAP,Spectral,4,3735,5315,0.8399671727533853,0.8318096369196876
UMAP,Spectral,4,3735,4031,0.8305326290638512,0.8284749691425393
UMAP,Spectral,4,1382,5123,0.6309371884346959,0.7124596041274366
UMAP,Spectral,4,1382,5315,0.627888123226591,0.7247941878325431
UMAP,Spectral,4,1382,4031,0.696691011269614,0.7520552947780043
UMAP,Spectral,4,5123,5315,0.8311475409836065,0.8291967009964812
UMAP,Spectral,4,5123,4031,0.720351302241066,0.7244347454739303
UMAP,Spectral,4,5315,4031,0.8095238095238095,0.8125190570325753
UMAP,KMeans,5,4893,2687,0.8897671512915346,0.8949953631114487
UMAP,KMeans,5,4893,4881,0.8898902594012519,0.908743059796693
UMAP,KMeans,5,4893,5315,0.8052713667949027,0.8188706788434867
UMAP,KMeans,5,4893,2407,0.9017199590499829,0.8973965306951276
UMAP,KMeans,5,4893,5791,0.8659351262646716,0.8671267858944643
UMAP,KMeans,5,4893,3069,0.8369159652504116,0.8374081363958128
UMAP,KMeans,5,4893,7287,0.8432908797988871,0.8497730667991218
UMAP,KMeans,5,4893,2699,0.7806993020163775,0.7907220806704162
UMAP,KMeans,5,4893,2906,0.6432094010810863,0.7353096953944884
UMAP,KMeans,5,2687,4881,0.919721787145929,0.9139610727814731
UMAP,KMeans,5,2687,5315,0.7962330646620646,0.8093308750102111
UMAP,KMeans,5,2687,2407,0.9372102241862786,0.9404902899140677
UMAP,KMeans,5,2687,5791,0.9473469604836279,0.9429540834065471
UMAP,KMeans,5,2687,3069,0.8949933265960925,0.8961004137114581
UMAP,KMeans,5,2687,7287,0.8517832056382589,0.8521477243044042
UMAP,KMeans,5,2687,2699,0.8156674380772616,0.8254057795765183
UMAP,KMeans,5,2687,2906,0.6309540580965598,0.7244576004771727
UMAP,KMeans,5,4881,5315,0.8175892985721829,0.8225365516138993
UMAP,KMeans,5,4881,2407,0.8859646807275031,0.8835466578455802
UMAP,KMeans,5,4881,5791,0.9206323909093806,0.9142640922696841
UMAP,KMeans,5,4881,3069,0.8703204377744699,0.8679489427482971
UMAP,KMeans,5,4881,7287,0.8290280814212637,0.8348214747005392
UMAP,KMeans,5,4881,2699,0.7909463354341699,0.7938468623457976
UMAP,KMeans,5,4881,2906,0.6410922436045979,0.7267707704199048
UMAP,KMeans,5,5315,2407,0.7649106144757062,0.7759354803597552
UMAP,KMeans,5,5315,5791,0.841316202844554,0.8503076610653642
UMAP,KMeans,5,5315,3069,0.8350605293051102,0.8379760911156409
UMAP,KMeans,5,5315,7287,0.8607115157006406,0.8663591979922732
UMAP,KMeans,5,5315,2699,0.9710648320420667,0.9709051111960503
UMAP,KMeans,5,5315,2906,0.7638536596237585,0.8188293096910928
UMAP,KMeans,5,2407,5791,0.9133776375398825,0.9126240547706521
UMAP,KMeans,5,2407,3069,0.861412303085879,0.8656339357821172
UMAP,KMeans,5,2407,7287,0.820293699890831,0.8222172482583372
UMAP,KMeans,5,2407,2699,0.7823574991382333,0.7913747975045753
UMAP,KMeans,5,2407,2906,0.6312027151451584,0.7388115415647913
UMAP,KMeans,5,5791,3069,0.8939786825338989,0.8855820763949251
UMAP,KMeans,5,5791,7287,0.8737048009185105,0.8589438497161668
UMAP,KMeans,5,5791,2699,0.8626315958003195,0.8669987635788513
UMAP,KMeans,5,5791,2906,0.6375369355297302,0.7158044374465091
UMAP,KMeans,5,3069,7287,0.9475263781540122,0.9429172810838988
UMAP,KMeans,5,3069,2699,0.8582366258708698,0.8552408868788891
UMAP,KMeans,5,3069,2906,0.6589573630916319,0.7488197086531344
UMAP,KMeans,5,7287,2699,0.8838988933613527,0.8836247846350527
UMAP,KMeans,5,7287,2906,0.702026750130012,0.7857100162546323
UMAP,KMeans,5,2699,2906,0.7387944088911939,0.8045574794331436
UMAP,GMM,5,3847,7954,0.7087184554139213,0.8192016537337837
UMAP,GMM,5,3847,9513,0.7087184554139213,0.8192016537337837
UMAP,GMM,5,3847,1022,0.5007659781259167,0.6859675615176148
UMAP,GMM,5,3847,4881,0.7101416861433859,0.7910553170285647
UMAP,GMM,5,3847,3881,0.5545196607276927,0.7012027281025681
UMAP,GMM,5,3847,8146,0.7133427552387254,0.798917137628283
UMAP,GMM,5,3847,8716,0.4820413223003348,0.6824745158928277
UMAP,GMM,5,3847,9149,0.7155810661262316,0.807643165133751
UMAP,GMM,5,3847,4861,0.6988310390398436,0.7897345976022071
UMAP,GMM,5,7954,9513,1.0,1.0
UMAP,GMM,5,7954,1022,0.6150035790980672,0.7410839247612607
UMAP,GMM,5,7954,4881,0.7778131882515636,0.8091203471782932
UMAP,GMM,5,7954,3881,0.5617673579801623,0.721169303626843
UMAP,GMM,5,7954,8146,0.9113488642201425,0.9079002233014246
UMAP,GMM,5,7954,8716,0.43097967285069577,0.6662840346955362
UMAP,GMM,5,7954,9149,0.8633391270870252,0.8888923044085087
UMAP,GMM,5,7954,4861,0.7961534804905739,0.8378054776732223
UMAP,GMM,5,9513,1022,0.6150035790980672,0.7410839247612607
UMAP,GMM,5,9513,4881,0.7778131882515636,0.8091203471782931
UMAP,GMM,5,9513,3881,0.5617673579801623,0.721169303626843
UMAP,GMM,5,9513,8146,0.9113488642201425,0.9079002233014246
UMAP,GMM,5,9513,8716,0.43097967285069577,0.6662840346955361
UMAP,GMM,5,9513,9149,0.8633391270870252,0.8888923044085087
UMAP,GMM,5,9513,4861,0.7961534804905739,0.8378054776732223
UMAP,GMM,5,1022,4881,0.5913782332358609,0.7198122085970059
UMAP,GMM,5,1022,3881,0.5833736423860957,0.7258359144277418
UMAP,GMM,5,1022,8146,0.6397848844558335,0.7704532590505524
UMAP,GMM,5,1022,8716,0.5835693816591141,0.7251309894012676
UMAP,GMM,5,1022,9149,0.6409249856364161,0.7561157385388494
UMAP,GMM,5,1022,4861,0.6382523819252804,0.7561993532450719
UMAP,GMM,5,4881,3881,0.5708775687357748,0.7093344379959667
UMAP,GMM,5,4881,8146,0.7863372790119284,0.8124923452626652
UMAP,GMM,5,4881,8716,0.4259122828286596,0.6435257152214585
UMAP,GMM,5,4881,9149,0.804742481548292,0.8295266644499094
UMAP,GMM,5,4881,4861,0.7943260667290788,0.8277906330883765
UMAP,GMM,5,3881,8146,0.5961774218029399,0.74841157515799
UMAP,GMM,5,3881,8716,0.5450672827610127,0.6972448416676285
UMAP,GMM,5,3881,9149,0.6233708851412864,0.7738172629181183
UMAP,GMM,5,3881,4861,0.5945251301904392,0.7530242856215892
UMAP,GMM,5,8146,8716,0.434673610766519,0.6488292685181063
UMAP,GMM,5,8146,9149,0.8684207536924661,0.8770090259623218
UMAP,GMM,5,8146,4861,0.8046108035696254,0.8189453687700027
UMAP,GMM,5,8716,9149,0.460394236560502,0.6798751837882664
UMAP,GMM,5,8716,4861,0.4907754219368832,0.6941717754285707
UMAP,GMM,5,9149,4861,0.9188978389255101,0.9232888645372866
UMAP,Agglomerative,5,2396,9149,0.7852082886113672,0.8351630216812496
UMAP,Agglomerative,5,2396,6384,0.74128443133333,0.7511289130799622
UMAP,Agglomerative,5,2396,3336,0.6176646807288018,0.7740433226362382
UMAP,Agglomerative,5,2396,3210,0.8473806337272242,0.8613591748052334
UMAP,Agglomerative,5,2396,3255,0.6714226286649368,0.7444484592505592
UMAP,Agglomerative,5,2396,3812,0.781697476392351,0.8400106479093121
UMAP,Agglomerative,5,2396,2906,0.8230550648951693,0.8568565505773481
UMAP,Agglomerative,5,2396,8476,0.6535006416654784,0.8052749367156181
UMAP,Agglomerative,5,2396,2299,0.953746986724232,0.9429444809483436
UMAP,Agglomerative,5,9149,6384,0.6806179861961139,0.7250942698696771
UMAP,Agglomerative,5,9149,3336,0.6885820427213692,0.8230630398370363
UMAP,Agglomerative,5,9149,3210,0.8046794523626692,0.810505511579283
UMAP,Agglomerative,5,9149,3255,0.7021623634675127,0.7487969523916905
UMAP,Agglomerative,5,9149,3812,0.864077488882881,0.8897778756435515
UMAP,Agglomerative,5,9149,2906,0.7705021249803242,0.7918630845873014
UMAP,Agglomerative,5,9149,8476,0.6097983045893014,0.7519218550742159
UMAP,Agglomerative,5,9149,2299,0.7846352023801065,0.8505044422295615
UMAP,Agglomerative,5,6384,3336,0.4721866044107054,0.6440526589672272
UMAP,Agglomerative,5,6384,3210,0.6841103516024722,0.7230197398113621
UMAP,Agglomerative,5,6384,3255,0.5375728495232603,0.628339468554013
UMAP,Agglomerative,5,6384,3812,0.6890795695418229,0.7527813814071928
UMAP,Agglomerative,5,6384,2906,0.6990135352144987,0.731589077551605
UMAP,Agglomerative,5,6384,8476,0.5133145923843598,0.6705390483338549
UMAP,Agglomerative,5,6384,2299,0.728129422036671,0.7432158290146186
UMAP,Agglomerative,5,3336,3210,0.5848693048963597,0.7332913604426555
UMAP,Agglomerative,5,3336,3255,0.6124274961335171,0.7163426735470512
UMAP,Agglomerative,5,3336,3812,0.659794601699465,0.7782166249473471
UMAP,Agglomerative,5,3336,2906,0.5517699460811127,0.7063311884682745
UMAP,Agglomerative,5,3336,8476,0.669953855530081,0.8104456272778966
UMAP,Agglomerative,5,3336,2299,0.6616190878387992,0.8293750615253472
UMAP,Agglomerative,5,3210,3255,0.757000759372627,0.816701652937186
UMAP,Agglomerative,5,3210,3812,0.7878440898597217,0.8201925254193068
UMAP,Agglomerative,5,3210,2906,0.9070131496556043,0.8990218873753392
UMAP,Agglomerative,5,3210,8476,0.5968837209302326,0.717432861832467
UMAP,Agglomerative,5,3210,2299,0.8042264825523066,0.826502572567514
UMAP,Agglomerative,5,3255,3812,0.7108465781295206,0.7570122556308858
UMAP,Agglomerative,5,3255,2906,0.6794831389851875,0.7400723580808218
UMAP,Agglomerative,5,3255,8476,0.660564204611963,0.7539447557464938
UMAP,Agglomerative,5,3255,2299,0.6784726014510378,0.7573279139686405
UMAP,Agglomerative,5,3812,2906,0.797069825436409,0.8481560977167937
UMAP,Agglomerative,5,3812,8476,0.6080342671914795,0.7406248201492617
UMAP,Agglomerative,5,3812,2299,0.7811288022597844,0.8395841809758104
UMAP,Agglomerative,5,2906,8476,0.5731039874902267,0.7058983873756352
UMAP,Agglomerative,5,2906,2299,0.7800950774421102,0.8150932930125026
UMAP,Agglomerative,5,8476,2299,0.7011104151244234,0.8618428900632987
UMAP,Spectral,5,5123,5793,0.8359942670979096,0.8561842299783291
UMAP,Spectral,5,5123,6140,0.8769257950530035,0.8939353065853317
UMAP,Spectral,5,5123,9149,0.8122566511652658,0.8242161198425119
UMAP,Spectral,5,5123,5170,0.85895104688009,0.86576684130966
UMAP,Spectral,5,5123,5539,0.8562631473799255,0.8726778376856066
UMAP,Spectral,5,5123,6967,0.684036263303114,0.802385226984969
UMAP,Spectral,5,5123,9682,0.8562631473799255,0.8726778376856066
UMAP,Spectral,5,5123,3050,0.8722280918088365,0.8787392513949629
UMAP,Spectral,5,5123,3097,0.8695990737311196,0.8975947383637429
UMAP,Spectral,5,5793,6140,0.8944569657698267,0.885499269826991
UMAP,Spectral,5,5793,9149,0.8358089080620631,0.8481832420111886
UMAP,Spectral,5,5793,5170,0.8116245713240111,0.8203365047507062
UMAP,Spectral,5,5793,5539,0.9705902332870304,0.9704781259630773
UMAP,Spectral,5,5793,6967,0.6643356643356644,0.7750882188515104
UMAP,Spectral,5,5793,9682,0.9193603170773414,0.913712572752547
UMAP,Spectral,5,5793,3050,0.8688581519886855,0.8673161148410802
UMAP,Spectral,5,5793,3097,0.8643770606076638,0.8558420054838256
UMAP,Spectral,5,6140,9149,0.9073510683458328,0.911071960594002
UMAP,Spectral,5,6140,5170,0.9100637845499646,0.911871657065579
UMAP,Spectral,5,6140,5539,0.920264379130924,0.9139786474843571
UMAP,Spectral,5,6140,6967,0.7084905660377359,0.8300927525255757
UMAP,Spectral,5,6140,9682,0.920264379130924,0.9139786474843572
UMAP,Spectral,5,6140,3050,0.9705240174672489,0.970476330297083
UMAP,Spectral,5,6140,3097,0.8388594164456233,0.8479560020206124
UMAP,Spectral,5,9149,5170,0.8203639684299785,0.834418709321677
UMAP,Spectral,5,9149,5539,0.8599133620557805,0.8657501428334413
UMAP,Spectral,5,9149,6967,0.7613448030936785,0.8449003103637914
UMAP,Spectral,5,9149,9682,0.8599133620557805,0.8657501428334414
UMAP,Spectral,5,9149,3050,0.8797204791617439,0.8924051350197313
UMAP,Spectral,5,9149,3097,0.7805338218145317,0.8037876150816063
UMAP,Spectral,5,5170,5539,0.833902939166097,0.847624513262238
UMAP,Spectral,5,5170,6967,0.6841106719367589,0.7998394289821635
UMAP,Spectral,5,5170,9682,0.833902939166097,0.8476245132622381
UMAP,Spectral,5,5170,3050,0.9397581116416889,0.9413082151096138
UMAP,Spectral,5,5170,3097,0.7659575712556077,0.8028696023952202
UMAP,Spectral,5,5539,6967,0.6884217132099153,0.7890651195029628
UMAP,Spectral,5,5539,9682,0.9469617600838135,0.94273110257903
UMAP,Spectral,5,5539,3050,0.8927966568204657,0.8952663575894968
UMAP,Spectral,5,5539,3097,0.8617789159157974,0.8549957132118614
UMAP,Spectral,5,6967,9682,0.6884217132099153,0.7890651195029629
UMAP,Spectral,5,6967,3050,0.6850789659778423,0.8180937492195004
